id_regra;antecedente;consequente;itens_antecedente;itens_consequente;total_itens;suporte;confianca;lift;leverage;conviction
1082;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;1;4;5;0.010000;0.01;1;-0;1
1083;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__UM_FILHO;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;1;4;0.010000;0.68;1;-0;0.98
1084;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;1;5;0.010000;0.68;1;-0;0.98
1085;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;1;3;4;0.010000;0.01;1;-0;1
1086;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;CATEGORIA_FILHOS__SEM_FILHOS;3;1;4;0.010000;0.69;1;-0;0.97
1087;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.06;1;-0;1
1088;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;2;3;5;0.010000;0.17;1;-0;1
1089;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;6;7;0.010000;0.02;1;-0;1
1090;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;6;1;7;0.010000;0.43;1;-0;0.99
1091;FAIXA_RENDA__RENDA_ALTA + POSSE_CARRO__COM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;2;5;0.010000;0.16;1;-0;1
1092;FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_RENDA__RENDA_ALTA + POSSE_CARRO__COM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.06;1;-0;1
1093;CATEGORIA_FILHOS__UM_FILHO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA;2;2;4;0.010000;0.07;0.99;-0;1
1094;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA;CATEGORIA_FILHOS__UM_FILHO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;2;4;0.010000;0.14;0.99;-0;1
1095;FAIXA_RENDA__RENDA_MEDIA;POSSE_CARRO__COM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;3;4;0.010000;0.06;0.99;-0;1
1096;POSSE_CARRO__COM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_MEDIA;3;1;4;0.010000;0.17;0.99;-0;1
1097;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.02;0.99;-0;1
1098;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;5;1;6;0.010000;0.43;0.99;-0;0.99
1099;FAIXA_CREDITO__CREDITO_MEDIO;POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO;1;2;3;0.010000;0.04;0.99;-0;1
1100;POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO;FAIXA_CREDITO__CREDITO_MEDIO;2;1;3;0.010000;0.24;0.99;-0;0.99
1101;CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;2;2;4;0.010000;0.11;0.99;-0;1
1102;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;2;2;4;0.010000;0.09;0.99;-0;1
1103;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.04;0.99;-0;1
1104;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO;3;2;5;0.010000;0.25;0.99;-0;0.99
1105;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.14;0.99;-0;1
1106;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49;4;2;6;0.010000;0.07;0.99;-0;1
1107;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;3;1;4;0.010000;0.17;0.99;-0;1
1108;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;1;3;4;0.010000;0.06;0.99;-0;1
1109;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;1;5;6;0.010000;0.01;0.98;-0;1
1110;FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;1;6;0.010000;0.67;0.98;-0;0.95
1111;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.14;0.98;-0;1
1112;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;3;6;0.010000;0.07;0.98;-0;1
1113;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + POSSE_CARRO__SEM_CARRO;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;2;5;0.010000;0.3;0.98;-0;0.99
1114;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.03;0.98;-0;1
1115;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__SEM_FILHOS;POSSE_CARRO__SEM_CARRO;3;1;4;0.010000;0.65;0.98;-0;0.95
1116;POSSE_CARRO__SEM_CARRO;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__SEM_FILHOS;1;3;4;0.010000;0.02;0.98;-0;1
1117;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.05;0.98;-0;1
1118;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS;4;2;6;0.010000;0.2;0.98;-0;0.99
1119;FAIXA_RENDA__RENDA_BAIXA + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_30_A_39;3;1;4;0.010000;0.26;0.98;-0;0.99
1120;FAIXA_IDADE__IDADE_30_A_39;FAIXA_RENDA__RENDA_BAIXA + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;3;4;0.010000;0.04;0.98;-0;1
1121;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.02;0.98;-0;1
1122;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;5;1;6;0.010000;0.43;0.98;-0;0.98
1123;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;1;5;0.010000;0.66;0.98;-0;0.94
1124;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;1;4;5;0.010000;0.01;0.98;-0;1
1125;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;1;2;3;0.010000;0.01;0.98;-0;1
1126;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;2;1;3;0.010000;0.71;0.98;-0;0.92
1127;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.03;0.97;-0;1
1128;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.31;0.97;-0;0.98
1129;FAIXA_CREDITO__CREDITO_MEDIO;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.04;0.97;-0;1
1130;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_MEDIO;5;1;6;0.010000;0.24;0.97;-0;0.99
1131;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.01;0.97;-0;1
1132;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;5;1;6;0.010000;0.71;0.97;-0;0.91
1133;FAIXA_CREDITO__CREDITO_MEDIO + SITUACAO_FAMILIAR__SOLTEIRO;FAIXA_RENDA__RENDA_ALTA;2;1;3;0.010000;0.25;0.97;-0;0.99
1134;FAIXA_RENDA__RENDA_ALTA;FAIXA_CREDITO__CREDITO_MEDIO + SITUACAO_FAMILIAR__SOLTEIRO;1;2;3;0.010000;0.04;0.97;-0;1
1135;FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_ALTA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;2;5;0.010000;0.17;0.97;-0;0.99
1136;FAIXA_RENDA__RENDA_ALTA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;2;3;5;0.010000;0.06;0.97;-0;1
1137;FAIXA_CREDITO__CREDITO_MEDIO;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;1;4;5;0.010000;0.04;0.97;-0;1
1138;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MEDIO;4;1;5;0.010000;0.24;0.97;-0;0.99
1139;FAIXA_IDADE__IDADE_21_A_29;FAIXA_RENDA__RENDA_MEDIA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;1;3;4;0.010000;0.08;0.97;-0;1
1140;FAIXA_RENDA__RENDA_MEDIA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_IDADE__IDADE_21_A_29;3;1;4;0.010000;0.12;0.97;-0;0.99
1141;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.1;0.97;-0;0.99
1142;FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;3;6;0.010000;0.1;0.97;-0;1
1143;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__UM_FILHO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;1;3;4;0.010000;0.01;0.97;-0;1
1144;FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__UM_FILHO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;1;4;0.010000;0.65;0.97;-0;0.91
1145;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.31;0.96;-0;0.98
1146;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;3;6;0.010000;0.03;0.96;-0;1
1147;FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_RENDA__RENDA_MEDIA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;2;5;0.010000;0.12;0.96;-0;0.99
1148;FAIXA_RENDA__RENDA_MEDIA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;2;3;5;0.010000;0.08;0.96;-0;1
1149;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_RENDA__RENDA_ALTA;4;1;5;0.010000;0.25;0.96;-0;0.98
1150;FAIXA_RENDA__RENDA_ALTA;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;1;4;5;0.010000;0.04;0.96;-0;1
1151;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;3;1;4;0.010000;0.16;0.96;-0;0.99
1152;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;1;3;4;0.010000;0.06;0.96;-0;1
1153;FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__COM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;3;4;0.010000;0.04;0.96;-0;1
1154;FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__COM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;3;1;4;0.010000;0.26;0.96;-0;0.98
1155;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_ALTO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;2;3;5;0.010000;0.05;0.96;-0;1
1156;FAIXA_CREDITO__CREDITO_ALTO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS;3;2;5;0.010000;0.19;0.96;-0;0.99
1157;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;1;4;5;0.010000;0.01;0.96;-0;1
1158;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;1;4;5;0.010000;0.01;0.96;-0;1
1159;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;4;1;5;0.010000;0.7;0.96;-0;0.88
1160;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;4;1;5;0.010000;0.7;0.96;-0;0.88
1161;FAIXA_CREDITO__CREDITO_MUITO_ALTO;FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;1;3;4;0.010000;0.04;0.96;-0;1
1162;FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MUITO_ALTO;3;1;4;0.010000;0.24;0.96;-0;0.98
1163;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO;FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;3;1;4;0.010000;0.26;0.96;-0;0.98
1164;FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO;1;3;4;0.010000;0.04;0.96;-0;1
1165;FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__COM_CARRO;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;2;2;4;0.010000;0.1;0.95;-0;0.99
1166;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__COM_CARRO;2;2;4;0.010000;0.09;0.95;-0;0.99
1167;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__COM_CARRO;FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;1;4;0.010000;0.41;0.95;-0;0.96
